job,currency
Investment analyst,XAF
Medical technical officer,ZAR
Public affairs consultant,SGD
Hospital doctor,UZS
Hydrologist,SCR
"Programmer, applications",PYG
Education administrator,BRL
Food technologist,NIO
Armed forces technical officer,ARS
Medical secretary,XCD
"Pilot, airline",ETB
Marine scientist,AMD
Ceramics designer,BAM
Hospital pharmacist,GNF
Research scientist (medical),PEN
"Therapist, art",TVD
Volunteer coordinator,DJF
Community arts worker,LSL
"Engineer, production",NOK
Field seismologist,PLN
"Doctor, general practice",ISK
Customer service manager,NZD
Clinical cytogeneticist,CVE
Health physicist,COP
"Engineer, biomedical",PGK
Games developer,NIO
"Engineer, building services",ALL
Geographical information systems officer,KPW
Government social research officer,TVD
Translator,AUD
Dancer,SYP
Fisheries officer,NZD
Proofreader,KHR
"Accountant, chartered management",MOP
Civil Service fast streamer,DZD
Architectural technologist,CVE
"Engineer, energy",GGP
Print production planner,FJD
English as a foreign language teacher,LKR
Ecologist,RWF
Publishing copy,XDR
Dancer,IQD
Ambulance person,MWK
Information officer,XOF
Estate agent,YER
"Therapist, music",HTG
Phytotherapist,BMD
Environmental consultant,TND
Horticultural consultant,KES
Pensions consultant,VUV
Police officer,BTN
Race relations officer,WST
"Engineer, land",UAH
Ophthalmologist,HTG
Company secretary,GYD
Data scientist,RON
Fisheries officer,GYD
Operational researcher,SDG
Fish farm manager,GHS
Proofreader,YER
Cartographer,CUC
Firefighter,PGK
Community education officer,BIF
Print production planner,AFN
Transport planner,AMD
"Administrator, charities/voluntary organisations",BIF
Land,CRC
Television/film/video producer,MDL
Company secretary,LTL
Scientific laboratory technician,SCR
Newspaper journalist,PAB
"Production assistant, television",KGS
Retail merchandiser,NZD
Animal technologist,UZS
Chartered legal executive (England and Wales),IDR
Equality and diversity officer,CUP
Accommodation manager,SEK
"Engineer, broadcasting (operations)",SOS
Health physicist,UAH
Mental health nurse,XAF
Sports therapist,BRL
"Radiographer, therapeutic",NPR
Meteorologist,AMD
Television/film/video producer,ZAR
Hospital pharmacist,BRL
Agricultural consultant,MNT
"Therapist, horticultural",RWF
Speech and language therapist,GBP
"Production designer, theatre/television/film",LTL
Museum/gallery exhibitions officer,JMD
Interior and spatial designer,LSL
Fisheries officer,TTD
Technical author,RUB
"Scientist, research (medical)",MDL
Data scientist,SAR
Maintenance engineer,COP
"Teacher, primary school",BRL
"Engineer, maintenance (IT)",CDF
Patent examiner,CDF
Regulatory affairs officer,UGX
"Doctor, hospital",BZD
"Investment banker, corporate",CLP
Education administrator,GTQ
Diplomatic Services operational officer,LKR
Fast food restaurant manager,MMK
"Designer, graphic",ETB
Camera operator,MUR
Early years teacher,IMP
"Scientist, marine",UAH
"Sales professional, IT",ZWD
"Journalist, newspaper",RON
"Producer, television/film/video",BMD
Advertising copywriter,RON
Petroleum engineer,CUP
Lobbyist,LYD
Educational psychologist,RON
Police officer,XAF
Town planner,SBD
Geographical information systems officer,TOP
Data scientist,AOA
Agricultural consultant,PKR
Operational researcher,BSD
Occupational therapist,KES
"Copywriter, advertising",BWP
Architectural technologist,ETB
Horticultural consultant,MUR
Make,NIO
"Scientist, audiological",FKP
Personnel officer,OMR
Retail banker,NPR
Industrial/product designer,HUF
"Engineer, technical sales",PKR
Immunologist,TVD
Health and safety adviser,DKK
Insurance claims handler,STD
Marine scientist,BTN
"Radiographer, therapeutic",MWK
Museum/gallery curator,DZD
Site engineer,FKP
Occupational therapist,KMF
"Designer, blown glass/stained glass",BWP
Operational researcher,AMD
"Investment banker, operational",LKR
"Conservation officer, historic buildings",GNF
"Optician, dispensing",HNL
Textile designer,EGP
"Engineer, civil (contracting)",SLL
Youth worker,BMD
Retail buyer,GEL
Amenity horticulturist,BBD
"Geneticist, molecular",SOS
Landscape architect,UAH
Recycling officer,SEK
Patent examiner,XCD
Newspaper journalist,HUF
"Psychotherapist, dance movement",AFN
Environmental manager,LBP
Systems developer,LTL
Recycling officer,THB
"Teacher, special educational needs",MNT
Maintenance engineer,BTN
Research scientist (maths),SLL
Ambulance person,CDF
Oceanographer,CUP
Animator,PKR
"Production assistant, television",TTD
English as a foreign language teacher,SLL
"Therapist, speech and language",BAM
Facilities manager,KYD
Wellsite geologist,LTL
"Nurse, learning disability",IQD
"Teacher, secondary school",KGS
Firefighter,EGP
Operational investment banker,HUF
Further education lecturer,TTD
"Surveyor, hydrographic",BWP
Insurance broker,XCD
Osteopath,HNL
Science writer,GMD
Education administrator,GYD
Telecommunications researcher,PEN
"Journalist, newspaper",AOA
Barrister's clerk,TWD
Geochemist,UAH
"Producer, television/film/video",OMR
General practice doctor,GBP
"Civil engineer, contracting",BAM
Architect,DOP
Marketing executive,INR
"Engineer, manufacturing systems",MUR
"Scientist, physiological",SRD
Child psychotherapist,LAK
IT technical support officer,ARS
Environmental education officer,SYP
Diagnostic radiographer,STD
Farm manager,NPR
Aid worker,IQD
Contracting civil engineer,ARS
Biomedical engineer,TOP
Advertising art director,HKD
Hydrographic surveyor,MZN
"Engineer, drilling",PEN
Immigration officer,BIF
Systems developer,CNY
Fitness centre manager,UZS
"Psychologist, prison and probation services",RWF
"Producer, radio",LRD
Quarry manager,EGP
"Nurse, children's",IRR
Proofreader,BHD
Medical physicist,XPF
Ophthalmologist,CHF
Technical sales engineer,AED
"Social research officer, government",NOK
"Psychologist, counselling",HKD
"Conservation officer, historic buildings",TTD
Interpreter,TRY
Trade mark attorney,COP
Wellsite geologist,BOB
"Engineer, water",ZMW
"Nurse, learning disability",KRW
Warden/ranger,BOB
Copy,LYD
Environmental manager,OMR
Risk analyst,KES
Clinical cytogeneticist,ERN
Land,LTL
Architectural technologist,GBP
Video editor,NZD
Building services engineer,DKK
"Solicitor, Scotland",DKK
"Psychologist, clinical",NPR
Administrator,NPR
Bonds trader,JOD
"Lecturer, further education",KPW
Health and safety adviser,LAK
Public house manager,PEN
Sports coach,AMD
"Teacher, music",OMR
Firefighter,KWD
"Accountant, chartered certified",PLN
"Surveyor, insurance",KMF
Learning disability nurse,TWD
Energy manager,IDR
Camera operator,MVR
Furniture designer,MUR
Art therapist,ARS
Careers information officer,DOP
Equality and diversity officer,ZMW
Acupuncturist,BWP
Chief of Staff,MUR
"Surveyor, mining",GMD
Solicitor,MVR
Analytical chemist,LBP
Fashion designer,PEN
Energy manager,ZMW
Patent examiner,PGK
Magazine journalist,MMK
Tax inspector,FKP
"Engineer, control and instrumentation",KES
Accommodation manager,AOA
Animator,DJF
Medical technical officer,SBD
"Pilot, airline",SVC
"Conservator, museum/gallery",ZAR
"Accountant, chartered certified",GYD
Ranger/warden,BZD
"Designer, furniture",ZAR
"Scientist, biomedical",DJF
Make,CNY
"Loss adjuster, chartered",AUD
Chiropractor,ALL
Fast food restaurant manager,USD
Advice worker,TOP
Management consultant,BHD
Intelligence analyst,GNF
Firefighter,HKD
Retail banker,GBP
"Conservator, furniture",BOB
Hospital doctor,PGK
"Scientist, product/process development",NIO
Surgeon,JEP
Technical brewer,CRC
"Solicitor, Scotland",IRR
"Teacher, primary school",QAR
Scientific laboratory technician,ERN
"Lecturer, higher education",BND
Travel agency manager,BIF
Media planner,UZS
Dealer,LSL
Charity fundraiser,AWG
Magazine journalist,BAM
"Buyer, industrial",ZAR
Accommodation manager,TND
Financial trader,ANG
Nutritional therapist,ZWD
"Scientist, research (life sciences)",VEF
Barrister,LTL
"Radiographer, diagnostic",CAD
Air broker,MDL
Structural engineer,PGK
"Surveyor, building",XDR
"Geologist, wellsite",YER
"Scientist, marine",ZAR
Nutritional therapist,LKR
Ophthalmologist,ANG
"Conservation officer, historic buildings",TZS
"Administrator, arts",BYR
Amenity horticulturist,BWP
"Lighting technician, broadcasting/film/video",PAB
Physiological scientist,VEF
"Designer, graphic",BHD
Chief Strategy Officer,MDL
Charity fundraiser,OMR
Town planner,SVC
Consulting civil engineer,HUF
Research scientist (maths),NGN
Advertising account executive,GBP
Media planner,KWD
Public relations account executive,BYR
Pension scheme manager,JOD
Insurance underwriter,KMF
"Buyer, industrial",KMF
Civil Service fast streamer,IRR
Secretary/administrator,RUB
"Surveyor, commercial/residential",MXN
Dance movement psychotherapist,CUC
"Administrator, sports",LYD
"Journalist, broadcasting",GMD
"Investment banker, corporate",KYD
Chartered loss adjuster,ZWD
Patent attorney,SAR
Public librarian,SRD
Tourist information centre manager,RWF
Sports development officer,CUP
Professor Emeritus,AZN
Phytotherapist,MAD
Planning and development surveyor,GHS
Surgeon,GYD
Advertising art director,DKK
"Surveyor, building control",GIP
Pathologist,BND
Town planner,PLN
"Engineer, civil (contracting)",SAR
Product manager,CVE
Sport and exercise psychologist,XAF
Chartered accountant,VND
Chartered accountant,ERN
Chief Executive Officer,TTD
Cartographer,MVR
"Surveyor, commercial/residential",TJS
"Engineer, aeronautical",GNF
Tree surgeon,SGD
Advertising art director,TJS
Health and safety inspector,KHR
"Accountant, chartered management",STD
Clothing/textile technologist,MMK
Estate agent,BDT
Mechanical engineer,LAK
"Designer, multimedia",BYR
"Engineer, structural",XPF
Learning disability nurse,KMF
Architectural technologist,EUR
Landscape architect,SVC
Sales executive,LKR
"Teacher, adult education",ZWD
Art gallery manager,KWD
Clinical psychologist,SOS
Electronics engineer,BAM
Actuary,PHP
"Nurse, adult",MRO
Film/video editor,SPL
Estate manager/land agent,ANG
Child psychotherapist,FJD
Estate agent,MKD
Equality and diversity officer,KRW
"Engineer, agricultural",AZN
Artist,PAB
"Designer, multimedia",ZAR
"Journalist, broadcasting",CDF
"Engineer, maintenance",NOK
Dealer,PKR
"Engineer, maintenance (IT)",BDT
"Therapist, drama",CHF
Neurosurgeon,SRD
Armed forces logistics/support/administrative officer,SVC
General practice doctor,BDT
Sport and exercise psychologist,CZK
"Editor, film/video",BGN
Publishing copy,RWF
Transport planner,USD
"Scientist, biomedical",BIF
Medical secretary,PLN
Print production planner,CLP
Hospital doctor,SLL
Management consultant,STD
Building services engineer,WST
Air broker,SYP
Control and instrumentation engineer,SBD
Aeronautical engineer,TRY
Biomedical scientist,USD
Television production assistant,BTN
Commercial/residential surveyor,GMD
Pensions consultant,ARS
"Buyer, retail",BGN
"Engineer, materials",JOD
Video editor,LSL
Scientific laboratory technician,MMK
Fashion designer,FJD
"Scientist, audiological",JEP
"Engineer, mining",HTG
Museum/gallery exhibitions officer,BHD
"Surveyor, building control",AOA
Publishing rights manager,GMD
Consulting civil engineer,XPF
Estate manager/land agent,PKR
Proofreader,FJD
Medical laboratory scientific officer,ARS
Office manager,USD
Product manager,BDT
Occupational psychologist,TTD
Charity fundraiser,HKD
Land/geomatics surveyor,PLN
"Copywriter, advertising",BWP
"Runner, broadcasting/film/video",GGP
"Investment banker, operational",GHS
"Scientist, forensic",SYP
Art therapist,XAF
Museum/gallery curator,PKR
Public relations officer,KWD
Building services engineer,MKD
Chief Operating Officer,GIP
Broadcast journalist,VND
Health and safety inspector,MYR
Customer service manager,XDR
Community arts worker,IDR
Broadcast journalist,LRD
Forest/woodland manager,USD
Arts administrator,IMP
"Accountant, chartered",LKR
Adult nurse,BTN
Chief of Staff,AUD
Civil Service administrator,KWD
International aid/development worker,CLP
Legal secretary,MGA
Building control surveyor,EUR
"Optician, dispensing",KRW
Equities trader,LSL
Police officer,CVE
English as a foreign language teacher,CLP
Hydrologist,PLN
"Engineer, mining",GBP
"Geologist, engineering",MOP
Broadcast journalist,BRL
Office manager,EGP
"Radiographer, diagnostic",SVC
"Scientist, biomedical",MVR
Furniture designer,LTL
Drilling engineer,LSL
Printmaker,CUP
Animator,UZS
"Geologist, wellsite",CAD
"Research officer, trade union",LRD
Estate manager/land agent,MRO
Community education officer,RWF
"Merchandiser, retail",KPW
Health and safety inspector,GBP
Community education officer,XAF
Town planner,MNT
"Education officer, museum",MZN
"Engineer, manufacturing systems",GTQ
Art therapist,BWP
"Horticulturist, amenity",KMF
Waste management officer,EUR
Environmental education officer,UGX
"Surveyor, rural practice",DZD
Aeronautical engineer,PKR
Occupational psychologist,IDR
Charity fundraiser,ILS
Bonds trader,SLL
Fine artist,LAK
Fashion designer,DJF
Veterinary surgeon,USD
Educational psychologist,AED
"Editor, commissioning",AOA
"Designer, graphic",XDR
Financial manager,KMF
Mental health nurse,UGX
"Civil engineer, contracting",ZMW
"Producer, radio",VEF
Transport planner,HKD
Clinical molecular geneticist,PGK
Wellsite geologist,SAR
Maintenance engineer,GMD
Petroleum engineer,STD
Theatre stage manager,SOS
Immigration officer,TJS
Theme park manager,RUB
"Administrator, charities/voluntary organisations",LBP
Physiological scientist,BHD
"Therapist, occupational",RON
"Surveyor, building control",SVC
Insurance underwriter,ETB
Hydrographic surveyor,BOB
Plant breeder/geneticist,TND
Minerals surveyor,TMT
Geophysicist/field seismologist,ZAR
Race relations officer,TVD
Set designer,INR
Chartered accountant,BMD
Air cabin crew,TWD
"Psychologist, sport and exercise",PGK
Professor Emeritus,DZD
Bonds trader,KPW
Exhibition designer,HNL
Tour manager,XPF
"Nurse, mental health",TTD
Musician,CNY
"Development worker, community",SZL
"Psychotherapist, dance movement",EUR
"Scientist, forensic",BZD
Scientific laboratory technician,SHP
"Engineer, energy",ALL
Dramatherapist,MYR
Communications engineer,RWF
Historic buildings inspector/conservation officer,ETB
Radio broadcast assistant,SAR
"Scientist, forensic",CDF
"Accountant, chartered certified",VUV
Colour technologist,RON
Agricultural engineer,MYR
"Conservation officer, historic buildings",GEL
Radiation protection practitioner,KPW
Glass blower/designer,MZN
Ship broker,PHP
Psychotherapist,BGN
"Psychotherapist, child",MMK
Event organiser,BWP
Hydrogeologist,CLP
Materials engineer,MMK
"Scientist, audiological",SBD
"Doctor, general practice",LYD
Naval architect,LSL
"Scientist, water quality",LTL
Secretary/administrator,LAK
Legal executive,SPL
Counselling psychologist,SEK
Prison officer,UGX
Communications engineer,SZL
"Engineer, mining",RSD
Financial risk analyst,TOP
Geoscientist,KHR
Publishing rights manager,BTN
Copy,CVE
"Producer, radio",VUV
Event organiser,CZK
"Scientist, research (life sciences)",GGP
Engineering geologist,GNF
Statistician,EUR
"Accountant, chartered public finance",ALL
Housing manager/officer,SGD
"Psychologist, counselling",ILS
Copy,SAR
"Nurse, children's",MVR
English as a second language teacher,NIO
Associate Professor,SRD
Contractor,NGN
Lawyer,IQD
Volunteer coordinator,LTL
"Sound technician, broadcasting/film/video",KYD
Data scientist,MVR
Catering manager,KPW
Maintenance engineer,JEP
Risk analyst,BYR
Video editor,BGN
Technical author,LBP
"Administrator, sports",XPF
"Psychologist, counselling",BZD
"Designer, industrial/product",PAB
Psychiatrist,UYU
"Designer, fashion/clothing",GMD
Video editor,KYD
Emergency planning/management officer,IQD
"Therapist, horticultural",XOF
"Journalist, newspaper",FKP
Field seismologist,DZD
Field trials officer,JPY
Physiotherapist,KGS
"Development worker, community",SYP
"Buyer, retail",XAF
Speech and language therapist,HRK
Control and instrumentation engineer,PYG
Hydrologist,MUR
Tour manager,AZN
